,City,Contact,Country,County,District,Formatted,Group,ID,Last Remodel,Latitude,Longitude,Opened,Region,State,Store Features,Store_Name,Stores_Open,Street,SubType,Timings,Type,Zipcode
60,Las Vegas,(702) 839-1591,United States,Clark,373,"6480 Sky Pointe Dr, Las Vegas, NV 89131-4038",390,1462,2013-06-27T12:00:00,36.280438,-115.263741,2002-07-24T12:00:00,300,NV,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Las Vegas Far NW,"['Monday-Friday', 'Saturday', 'Sunday']",6480 Sky Pointe Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,89131-4038
61,El Centro,(760) 482-5400,United States,Imperial,201,"2295 N Imperial Ave, El Centro, CA 92243-1335",296,1816,2012-06-21T12:00:00,32.813328,-115.567642,2003-10-08T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",El Centro,"['Monday-Friday', 'Saturday', 'Sunday']",2295 N Imperial Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92243-1335
62,Farmington,(505) 327-7400,United States,San Juan,378,"4900 E Main St, Farmington, NM 87402-8658",390,952,2012-06-21T12:00:00,36.768639,-108.148215,1995-07-19T12:00:00,300,NM,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Farmington,"['Monday-Friday', 'Saturday', 'Sunday']",4900 E Main St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,87402-8658
63,La Quinta,(760) 564-0492,United States,Riverside,205,"78935 US Hwy 111, La Quinta, CA 92253-2072",292,1867,2018-10-26T12:00:00,33.708582,-116.289698,2004-03-03T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",La Quinta,"['Monday-Friday', 'Saturday', 'Sunday']",78935 US Hwy 111,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92253-2072
64,Palm Desert,(760) 341-9307,United States,Riverside,205,"72549 Highway 111, Palm Desert, CA 92260-3306",292,940,2011-06-02T12:00:00,33.724327,-116.403427,1995-03-08T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Palm Desert,"['Monday-Friday', 'Saturday', 'Sunday']",72549 Highway 111,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92260-3306
65,Cathedral City,(760) 321-7425,United States,Riverside,205,"67750 E Palm Canyon Dr, Cathedral City, CA 92234-5441",292,307,2011-10-06T12:00:00,33.789552,-116.481456,1987-07-22T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",Palm Springs,"['Monday-Friday', 'Saturday', 'Sunday']",67750 E Palm Canyon Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92234-5441
66,Albuquerque,(505) 897-7923,United States,Bernalillo,378,"9371 Coors Blvd NW, Albuquerque, NM 87114-4005",390,625,2018-10-26T12:00:00,35.186039,-106.664262,1990-02-21T12:00:00,300,NM,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Albuquerque NW,"['Monday-Friday', 'Saturday', 'Sunday']",9371 Coors Blvd NW,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,87114-4005
67,Rio Rancho,(505) 994-2820,United States,Sandoval,378,"4225 Crestview Dr, Rio Rancho, NM 87124-5903",390,1117,2004-08-22T12:00:00,35.252425,-106.65139,1998-03-04T12:00:00,300,NM,"['Café', 'Drive Up']",Rio Rancho,"['Monday-Friday', 'Saturday', 'Sunday']",4225 Crestview Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,87124-5903
68,Albuquerque,(505) 200-3234,United States,Bernalillo,378,"2120 Louisiana Blvd NE, Albuquerque, NM 87110-5402",390,2813,null,35.101583,-106.568088,2013-03-06T12:00:00,300,NM,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Albuquerque Uptown,"['Monday-Friday', 'Saturday', 'Sunday']",2120 Louisiana Blvd NE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,87110-5402
69,Albuquerque,(505) 346-0135,United States,Bernalillo,378,"6100 Paseo Del Norte NE, Albuquerque, NM 87113-1512",390,2031,2011-06-02T12:00:00,35.172748,-106.58154,2005-10-05T12:00:00,300,NM,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Albuquerque NE,"['Monday-Friday', 'Saturday', 'Sunday']",6100 Paseo Del Norte NE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,87113-1512
70,Albuquerque,(505) 293-9223,United States,Bernalillo,378,"8510 Montgomery Blvd NE, Albuquerque, NM 87111-2307",390,356,2018-10-26T12:00:00,35.130034,-106.547596,1988-10-05T12:00:00,300,NM,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Albuquerque Wyoming,"['Monday-Friday', 'Saturday', 'Sunday']",8510 Montgomery Blvd NE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,87111-2307
71,Albuquerque,(505) 292-9110,United States,Bernalillo,378,"11120 Lomas Blvd NE, Albuquerque, NM 87112-5582",390,357,2011-10-06T12:00:00,35.085529,-106.527855,1988-10-05T12:00:00,300,NM,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Albuquerque Lomas,"['Monday-Friday', 'Saturday', 'Sunday']",11120 Lomas Blvd NE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,87112-5582
72,Hemet,(951) 652-9585,United States,Riverside,205,"3527 W Florida Ave, Hemet, CA 92545-3564",292,761,2011-10-06T12:00:00,33.745886,-117.008866,1995-10-04T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Clinic care by Kaiser Permanente', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Hemet,"['Monday-Friday', 'Saturday', 'Sunday']",3527 W Florida Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92545-3564
73,Las Cruces,(575) 532-5899,United States,Dona Ana,374,"2541 E Lohman Ave, Las Cruces, NM 88011-8233",390,769,2012-10-11T12:00:00,32.317435,-106.744205,1997-07-23T12:00:00,300,NM,"['Drive Up', 'Fresh Grocery', 'Starbucks']",Las Cruces,"['Monday-Friday', 'Saturday', 'Sunday']",2541 E Lohman Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,88011-8233
74,Apple Valley,(760) 240-7654,United States,San Bernardino,248,"20288 US Highway 18, Apple Valley, CA 92307-2937",292,2260,null,34.527472,-117.217228,2007-07-25T12:00:00,200,CA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Apple Valley North,"['Monday-Friday', 'Saturday', 'Sunday']",20288 US Highway 18,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}]",Store,92307-2937
75,Moreno Valley,(951) 571-8014,United States,Riverside,232,"27100 Eucalyptus Ave, Moreno Valley, CA 92555-4522",292,2309,null,33.937658,-117.189116,2007-07-25T12:00:00,200,CA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Moreno Valley East,"['Monday-Friday', 'Saturday', 'Sunday']",27100 Eucalyptus Ave,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}]",Store,92555-4522
76,Redlands,(909) 307-1602,United States,San Bernardino,248,"27320 W Lugonia Ave, Redlands, CA 92374-2041",292,1869,2011-06-02T12:00:00,34.071916,-117.206907,2004-03-03T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Redlands,"['Monday-Friday', 'Saturday', 'Sunday']",27320 W Lugonia Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,92374-2041
77,Apple Valley,(760) 247-4111,United States,San Bernardino,248,"19201 Bear Valley Rd, Apple Valley, CA 92308-6763",292,939,2011-10-06T12:00:00,34.469177,-117.243953,1994-10-05T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Clinic care by Kaiser Permanente', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Apple Valley,"['Monday-Friday', 'Saturday', 'Sunday']",19201 Bear Valley Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92308-6763
78,Menifee,(951) 723-6151,United States,Riverside,205,"30340 Haun Rd, Menifee, CA 92584-6806",292,2471,2008-10-08T12:00:00,33.680105,-117.172837,2008-10-08T12:00:00,200,CA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Menifee,"['Monday-Friday', 'Saturday', 'Sunday']",30340 Haun Rd,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}]",Store,92584-6806
79,Temecula,(951) 676-2668,United States,Riverside,205,"29676 Rancho California Rd, Temecula, CA 92591-5283",292,359,2018-10-26T12:00:00,33.506295,-117.146352,1989-02-15T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Rancho California,"['Monday-Friday', 'Saturday', 'Sunday']",29676 Rancho California Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92591-5283
80,Murrieta,(951) 704-1123,United States,Riverside,205,"27818 Clinton Keith Rd, Murrieta, CA 92562-8554",292,2499,2019-06-07T12:00:00,33.603888,-117.173596,2009-07-22T12:00:00,200,CA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Murrieta North,"['Monday-Friday', 'Saturday', 'Sunday']",27818 Clinton Keith Rd,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}]",Store,92562-8554
81,Murrieta,(951) 696-7527,United States,Riverside,205,"41040 California Oaks Rd, Murrieta, CA 92562-5749",292,1283,2018-07-20T12:00:00,33.565642,-117.203908,2000-07-19T12:00:00,200,CA,"['CVS pharmacy', 'Drive Up', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Murrieta,"['Monday-Friday', 'Saturday', 'Sunday']",41040 California Oaks Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92562-5749
82,El Cajon,(619) 442-9641,United States,San Diego,231,"250 Broadway, El Cajon, CA 92021-4539",296,304,2018-04-13T12:00:00,32.809271,-116.958998,1987-09-09T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",El Cajon,"['Monday-Friday', 'Saturday', 'Sunday']",250 Broadway,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92021-4539
83,Escondido,(760) 705-9019,United States,San Diego,231,"280 E Via Rancho Pkwy, Escondido, CA 92025-8005",296,2802,null,33.069927,-117.065291,2012-10-10T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Escondido South,"['Monday-Friday', 'Saturday', 'Sunday']",280 E Via Rancho Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,92025-8005
84,San Bernardino,(909) 381-3391,United States,San Bernardino,248,"499 W Orange Show Rd, San Bernardino, CA 92408-2029",292,188,2011-10-06T12:00:00,34.078716,-117.291844,1983-04-13T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",Orange Show,"['Monday-Friday', 'Saturday', 'Sunday']",499 W Orange Show Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92408-2029
85,Santee,(619) 449-9790,United States,San Diego,231,"9846 Mission Gorge Rd, Santee, CA 92071-3834",296,1485,2017-07-06T12:00:00,32.841939,-116.983013,2002-10-09T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Clinic care by Kaiser Permanente', 'Drive Up', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Santee,"['Monday-Friday', 'Saturday', 'Sunday']",9846 Mission Gorge Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92071-3834
86,El Cajon,(619) 660-2948,United States,San Diego,201,"2911 Jamacha Rd, El Cajon, CA 92019-4342",296,1140,2010-04-15T12:00:00,32.738795,-116.93853,1998-10-07T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Rancho San Diego,"['Monday-Friday', 'Saturday', 'Sunday']",2911 Jamacha Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92019-4342
87,Riverside,(951) 697-6778,United States,Riverside,232,"2755 Canyon Springs Pkwy, Riverside, CA 92507-0932",292,1843,2018-06-22T12:00:00,33.938916,-117.28174,2003-10-08T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",Riverside SE,"['Monday-Friday', 'Saturday', 'Sunday']",2755 Canyon Springs Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,92507-0932
88,Escondido,(760) 489-6119,United States,San Diego,231,"1280 Auto Park Way, Escondido, CA 92029-2231",296,274,2017-11-02T12:00:00,33.113107,-117.099632,1987-10-07T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Escondido,"['Monday-Friday', 'Saturday', 'Sunday']",1280 Auto Park Way,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,92029-2231
89,Poway,(858) 679-8202,United States,San Diego,231,"14823 Pomerado Rd, Poway, CA 92064-2803",296,296,2012-06-14T12:00:00,32.980582,-117.060866,1988-02-17T12:00:00,200,CA,"['Accepts WIC', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Poway,"['Monday-Friday', 'Saturday', 'Sunday']",14823 Pomerado Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,92064-2803
90,La Mesa,(619) 461-1960,United States,San Diego,201,"5500 Grossmont Ctr Dr, La Mesa, CA 91942-3015",296,997,2010-07-22T12:00:00,32.779717,-117.012303,1995-07-19T12:00:00,200,CA,"['Accepts WIC', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Grossmont,"['Monday-Friday', 'Saturday', 'Sunday']",5500 Grossmont Ctr Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,91942-3015
91,Chula Vista,(619) 213-1010,United States,San Diego,201,"910 Eastlake Pkwy, Chula Vista, CA 91914-3558",296,1815,2010-07-22T12:00:00,32.650517,-116.968454,2003-10-08T12:00:00,200,CA,"['Accepts WIC', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Chula Vista East,"['Monday-Friday', 'Saturday', 'Sunday']",910 Eastlake Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,91914-3558
92,San Diego,(858) 227-3918,United States,San Diego,231,"17170 Camino Del Sur, San Diego, CA 92127-4166",296,2855,null,33.020167,-117.125633,2015-10-07T12:00:00,200,CA,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",San Diego Del Sur,"['Monday-Friday', 'Saturday', 'Sunday']",17170 Camino Del Sur,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92127-4166
93,Hesperia,(760) 949-3062,United States,San Bernardino,248,"12795 Main St, Hesperia, CA 92345-9110",292,2468,null,34.425036,-117.383994,2008-10-08T12:00:00,200,CA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Hesperia,"['Monday-Friday', 'Saturday', 'Sunday']",12795 Main St,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}]",Store,92345-9110
94,Lake Elsinore,(951) 674-2620,United States,Riverside,232,"18287 Collier Ave, Lake Elsinore, CA 92530-2755",292,2195,2009-07-16T12:00:00,33.689146,-117.341996,2006-10-04T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",Lake Elsinore,"['Monday-Friday', 'Saturday', 'Sunday']",18287 Collier Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,92530-2755
95,Riverside,(951) 784-6430,United States,Riverside,232,"3333 Arlington Ave, Riverside, CA 92506-3252",292,291,2018-09-28T12:00:00,33.947388,-117.382433,1987-09-09T12:00:00,200,CA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Clinic care by Kaiser Permanente', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Riverside Arlington,"['Monday-Friday', 'Saturday', 'Sunday']",3333 Arlington Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,92506-3252
